AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Florida,All,2017-18,44,6.1,6.1,4,238,0,242,"3,955",> 100%
State,Florida,All,2017-18,45,6.1,6.1,4,230,0,234,"3,858",> 100%
State,Florida,All,2017-18,46,5.9,5.9,5,226,0,231,"3,911",> 100%
State,Florida,All,2017-18,47,5.9,5.9,3,225,0,228,"3,852",> 100%
State,Florida,All,2017-18,48,5.7,5.7,6,217,0,223,"3,945",> 100%
State,Florida,All,2017-18,49,5.7,5.7,5,217,0,222,"3,865",> 100%
State,Florida,All,2017-18,50,6.3,6.3,13,248,0,261,"4,130",> 100%
State,Florida,All,2017-18,51,6.1,6.1,14,244,0,258,"4,244",> 100%
State,Florida,All,2017-18,52,6.2,6.2,16,241,0,257,"4,137",> 100%
State,Florida,All,2017-18,1,6.9,6.9,31,271,0,302,"4,389",> 100%
State,Florida,All,2017-18,2,7.7,7.7,41,312,0,353,"4,562",> 100%
State,Florida,All,2017-18,3,8.1,8.1,53,321,0,374,"4,605",> 100%
State,Florida,All,2017-18,4,8.4,8.4,60,320,0,380,"4,521",> 100%
State,Florida,All,2017-18,5,8.3,8.3,73,305,0,378,"4,554",> 100%
State,Florida,All,2017-18,6,8.4,8.4,72,307,0,379,"4,531",> 100%
State,Florida,All,2017-18,7,8.5,8.5,67,299,0,366,"4,330",> 100%
State,Florida,All,2017-18,8,7.2,7.2,33,261,0,294,"4,089",> 100%
State,Florida,All,2017-18,9,6,6,22,222,0,244,"4,070",> 100%
State,Florida,All,2017-18,10,6.1,6.1,10,235,0,245,"4,000",> 100%
State,Florida,All,2017-18,11,6.3,6.3,19,246,0,265,"4,179",> 100%
State,Florida,All,2017-18,12,6.1,6.1,17,231,0,248,"4,045",> 100%
State,Florida,All,2017-18,13,7,7,13,269,0,282,"4,020",> 100%
State,Florida,All,2017-18,14,5.9,5.9,7,232,0,239,"4,034",> 100%
State,Florida,All,2017-18,15,6.2,6.2,14,226,0,240,"3,896",> 100%
State,Florida,All,2017-18,16,5.6,5.6,8,211,0,219,"3,927",> 100%
State,Florida,All,2017-18,17,5.2,5.2,4,197,0,201,"3,833",> 100%
State,Florida,All,2017-18,18,4.7,4.7,3,180,0,183,"3,880",> 100%
State,Florida,All,2017-18,19,5.3,5.3,3,197,0,200,"3,801",> 100%
State,Florida,All,2017-18,20,5.4,5.4,1,202,0,203,"3,737",99.1%
State,Florida,All,2017-18,21,4.9,4.9,0,179,0,179,"3,664",97.2%
State,Florida,All,2017-18,22,5.2,5.2,5,196,0,201,"3,862",> 100%
State,Florida,All,2017-18,23,5.4,5.4,0,208,0,208,"3,886",> 100%
State,Florida,All,2017-18,24,4.4,4.4,3,165,0,168,"3,792",> 100%
State,Florida,All,2017-18,25,5.5,5.5,0,206,0,206,"3,774",> 100%
State,Florida,All,2017-18,26,5.1,5.1,1,188,0,189,"3,714",98.5%
State,Florida,All,2017-18,27,4.7,4.7,1,187,0,188,"4,016",> 100%
State,Florida,All,2017-18,28,5.2,5.2,0,192,0,192,"3,669",97.3%
State,Florida,All,2017-18,29,4.8,4.8,1,177,0,178,"3,718",98.6%
State,Florida,All,2017-18,30,5,5,2,180,0,182,"3,657",97%
State,Florida,All,2017-18,31,5.3,5.3,0,196,0,196,"3,727",98.8%
State,Florida,All,2017-18,32,4.9,4.9,2,180,0,182,"3,742",99.2%
State,Florida,All,2017-18,33,4.8,4.8,1,173,0,174,"3,590",95.2%
State,Florida,All,2017-18,34,4.7,4.7,3,168,0,171,"3,652",96.8%
State,Florida,All,2017-18,35,5.2,5.2,2,189,0,191,"3,701",98.1%
State,Florida,All,2017-18,36,5.5,5.5,1,199,0,200,"3,667",97.2%
State,Florida,All,2017-18,37,4.6,4.6,0,177,0,177,"3,865",> 100%
State,Florida,All,2017-18,38,4.8,4.8,2,180,0,182,"3,770",100%
State,Florida,All,2017-18,39,5.3,5.3,0,200,0,200,"3,782",> 100%
State,Georgia,All,2017-18,40,5.2,5.2,0,81,0,81,"1,548",99.5%
State,Georgia,All,2017-18,41,4.6,4.6,0,72,0,72,"1,574",> 100%
State,Georgia,All,2017-18,42,5.3,5.3,2,86,0,88,"1,653",> 100%
State,Georgia,All,2017-18,43,5.4,5.4,0,82,0,82,"1,519",97.7%
State,Georgia,All,2017-18,44,5.3,5.3,1,85,0,86,"1,624",> 100%
State,Georgia,All,2017-18,45,3.9,3.9,1,63,0,64,"1,632",> 100%
State,Georgia,All,2017-18,46,4.7,4.7,1,72,0,73,"1,538",98.9%
State,Georgia,All,2017-18,47,6.3,6.3,2,100,0,102,"1,632",> 100%
State,Georgia,All,2017-18,48,6.1,6.1,2,96,0,98,"1,611",> 100%
State,Georgia,All,2017-18,49,5,5,3,81,0,84,"1,678",> 100%
State,Georgia,All,2017-18,50,5.9,5.9,1,100,0,101,"1,721",> 100%
State,Georgia,All,2017-18,51,5,5,4,83,0,87,"1,741",> 100%
State,Georgia,All,2017-18,52,6.4,6.4,4,103,0,107,"1,663",> 100%
State,Georgia,All,2017-18,1,6.2,6.2,14,104,0,118,"1,908",> 100%
State,Georgia,All,2017-18,2,7.3,7.3,22,129,0,151,"2,058",> 100%
State,Georgia,All,2017-18,3,8.5,8.5,40,126,0,166,"1,948",> 100%
State,Georgia,All,2017-18,4,9.3,9.3,42,140,0,182,"1,960",> 100%
State,Georgia,All,2017-18,5,9.4,9.4,38,142,0,180,"1,906",> 100%
State,Georgia,All,2017-18,6,8.6,8.6,42,124,0,166,"1,930",> 100%
State,Georgia,All,2017-18,7,9.7,9.7,47,134,0,181,"1,872",> 100%
State,Georgia,All,2017-18,8,7.2,7.2,17,99,0,116,"1,606",> 100%
State,Georgia,All,2017-18,9,6,6,20,75,0,95,"1,584",> 100%
State,Georgia,All,2017-18,10,5.4,5.4,6,82,0,88,"1,640",> 100%
State,Georgia,All,2017-18,11,5.3,5.3,7,81,0,88,"1,663",> 100%
State,Georgia,All,2017-18,12,5.1,5.1,4,81,0,85,"1,661",> 100%
State,Georgia,All,2017-18,13,6.2,6.2,1,102,0,103,"1,657",> 100%
State,Georgia,All,2017-18,14,5.7,5.7,2,92,0,94,"1,640",> 100%
State,Georgia,All,2017-18,15,4.7,4.7,1,76,0,77,"1,623",> 100%
State,Georgia,All,2017-18,16,5.3,5.3,0,85,0,85,"1,618",> 100%
State,Georgia,All,2017-18,17,3.6,3.6,0,60,0,60,"1,645",> 100%
State,Georgia,All,2017-18,18,5.4,5.4,0,85,0,85,"1,578",> 100%
State,Georgia,All,2017-18,19,4.5,4.5,0,75,0,75,"1,659",> 100%
State,Georgia,All,2017-18,20,5.1,5.1,1,79,0,80,"1,560",> 100%
State,Georgia,All,2017-18,21,4.6,4.6,0,69,0,69,"1,510",97.1%
State,Georgia,All,2017-18,22,4.6,4.6,0,73,0,73,"1,583",> 100%
State,Georgia,All,2017-18,23,4.6,4.6,0,70,0,70,"1,525",98%
State,Georgia,All,2017-18,24,4.2,4.2,0,63,0,63,"1,517",97.5%
State,Georgia,All,2017-18,25,4.2,4.2,0,63,0,63,"1,496",96.2%
State,Georgia,All,2017-18,26,3.4,3.4,0,52,0,52,"1,519",97.7%
State,Georgia,All,2017-18,27,4.9,4.9,0,73,0,73,"1,505",96.8%
State,Georgia,All,2017-18,28,3.7,3.7,0,56,0,56,"1,508",96.9%
State,Georgia,All,2017-18,29,3.7,3.7,0,55,0,55,"1,478",95%
State,Georgia,All,2017-18,30,3.8,3.8,0,57,0,57,"1,495",96.1%
State,Georgia,All,2017-18,31,3.8,3.8,0,56,0,56,"1,484",95.4%
State,Georgia,All,2017-18,32,4.2,4.2,0,64,0,64,"1,517",97.5%
State,Georgia,All,2017-18,33,4.2,4.2,0,67,0,67,"1,592",> 100%
State,Georgia,All,2017-18,34,3.8,3.8,0,60,0,60,"1,581",> 100%
State,Georgia,All,2017-18,35,3.2,3.2,0,50,0,50,"1,552",99.8%
State,Georgia,All,2017-18,36,4.2,4.2,0,62,0,62,"1,460",93.9%
State,Georgia,All,2017-18,37,4.8,4.8,0,74,0,74,"1,527",98.2%
State,Georgia,All,2017-18,38,4.3,4.3,0,67,0,67,"1,569",> 100%
State,Georgia,All,2017-18,39,4.6,4.6,0,69,0,69,"1,498",96.3%
State,Hawaii,All,2017-18,40,13.9,13.9,0,29,0,29,208,98%
State,Hawaii,All,2017-18,41,11.3,11.3,0,21,0,21,186,87.6%
State,Hawaii,All,2017-18,42,9.6,9.6,0,19,0,19,197,92.8%
State,Hawaii,All,2017-18,43,5.4,5.4,0,10,0,10,185,87.2%
State,Hawaii,All,2017-18,44,12,12,0,28,0,28,233,> 100%
State,Hawaii,All,2017-18,45,7.1,7.1,0,16,0,16,225,> 100%
State,Hawaii,All,2017-18,46,12.8,12.8,1,24,0,25,196,92.4%
State,Hawaii,All,2017-18,47,7.1,7.1,0,15,0,15,211,99.4%
State,Hawaii,All,2017-18,48,11.9,11.9,3,29,0,32,268,> 100%
State,Hawaii,All,2017-18,49,14.8,14.8,4,30,0,34,229,> 100%
State,Hawaii,All,2017-18,50,11.3,11.3,1,26,0,27,239,> 100%
State,Hawaii,All,2017-18,51,12,12,5,25,0,30,251,> 100%
State,Hawaii,All,2017-18,52,13.8,13.8,5,29,0,34,246,> 100%
State,Hawaii,All,2017-18,1,15.1,15.1,8,33,0,41,271,> 100%
State,Hawaii,All,2017-18,2,8.1,8.1,4,16,0,20,247,> 100%
State,Hawaii,All,2017-18,3,13,13,2,28,0,30,230,> 100%
State,Hawaii,All,2017-18,4,16.3,16.3,2,33,0,35,215,> 100%
State,Hawaii,All,2017-18,5,15,15,5,32,0,37,247,> 100%
State,Hawaii,All,2017-18,6,10.9,10.9,1,21,0,22,201,94.7%
State,Hawaii,All,2017-18,7,9.8,9.8,3,20,0,23,234,> 100%
State,Hawaii,All,2017-18,8,7.3,7.3,3,14,0,17,232,> 100%
State,Hawaii,All,2017-18,9,8.7,8.7,1,18,0,19,218,> 100%
State,Hawaii,All,2017-18,10,10.5,10.5,2,24,0,26,248,> 100%
State,Hawaii,All,2017-18,11,9.4,9.4,0,24,0,24,256,> 100%
State,Hawaii,All,2017-18,12,13.7,13.7,2,27,0,29,212,99.9%
State,Hawaii,All,2017-18,13,9.1,9.1,0,23,0,23,254,> 100%
State,Hawaii,All,2017-18,14,10.8,10.8,0,24,0,24,222,> 100%
State,Hawaii,All,2017-18,15,10.1,10.1,0,24,0,24,238,> 100%
State,Hawaii,All,2017-18,16,11.3,11.3,0,22,0,22,195,91.9%
State,Hawaii,All,2017-18,17,8,8,0,17,0,17,212,99.9%
State,Hawaii,All,2017-18,18,10.7,10.7,0,23,0,23,214,> 100%
State,Hawaii,All,2017-18,19,9,9,0,20,0,20,221,> 100%
State,Hawaii,All,2017-18,20,11.2,11.2,0,23,0,23,206,97.1%
State,Hawaii,All,2017-18,21,10.5,10.5,0,21,0,21,200,94.2%
State,Hawaii,All,2017-18,22,9.6,9.6,0,19,0,19,198,93.3%
State,Hawaii,All,2017-18,23,6.4,6.4,0,13,0,13,203,95.7%
State,Hawaii,All,2017-18,24,11.7,11.7,2,27,0,29,248,> 100%
State,Hawaii,All,2017-18,25,9.3,9.3,0,22,0,22,236,> 100%
State,Hawaii,All,2017-18,26,14.1,14.1,0,30,0,30,213,> 100%
State,Hawaii,All,2017-18,27,10.2,10.2,0,22,0,22,216,> 100%
State,Hawaii,All,2017-18,28,8.5,8.5,0,19,0,19,224,> 100%
State,Hawaii,All,2017-18,29,9.4,9.4,0,20,0,20,212,99.9%
State,Hawaii,All,2017-18,30,9.3,9.3,0,19,0,19,205,96.6%
State,Hawaii,All,2017-18,31,8.2,8.2,0,16,0,16,194,91.4%
State,Hawaii,All,2017-18,32,10.4,10.4,0,20,0,20,193,90.9%
State,Hawaii,All,2017-18,33,10.2,10.2,1,19,0,20,196,92.4%
State,Hawaii,All,2017-18,34,9.5,9.5,1,18,0,19,199,93.8%
State,Hawaii,All,2017-18,35,11.2,11.2,0,27,0,27,241,> 100%
State,Hawaii,All,2017-18,36,11.7,11.7,0,25,0,25,213,> 100%
State,Hawaii,All,2017-18,37,7.6,7.6,0,18,0,18,237,> 100%
State,Hawaii,All,2017-18,38,12.1,12.1,0,23,0,23,190,89.5%
State,Hawaii,All,2017-18,39,6.8,6.8,0,15,0,15,219,> 100%
State,Idaho,All,2017-18,40,3.9,3.9,0,10,0,10,257,100%
State,Idaho,All,2017-18,41,4.9,4.9,0,13,0,13,264,> 100%
State,Idaho,All,2017-18,42,4.1,4.1,1,11,0,12,294,> 100%
State,Idaho,All,2017-18,43,5.4,5.4,0,15,0,15,278,> 100%
State,Idaho,All,2017-18,44,6.5,6.5,0,18,0,18,276,> 100%
State,Idaho,All,2017-18,45,4.5,4.5,2,10,0,12,266,> 100%
State,Idaho,All,2017-18,46,8.1,8.1,1,20,0,21,258,> 100%
State,Idaho,All,2017-18,47,5.8,5.8,0,14,0,14,240,93.4%
State,Idaho,All,2017-18,48,5.5,5.5,0,15,0,15,273,> 100%
State,Idaho,All,2017-18,49,5.6,5.6,4,11,0,15,269,> 100%
State,Idaho,All,2017-18,50,6.1,6.1,0,17,0,17,280,> 100%
State,Idaho,All,2017-18,51,9.4,9.4,7,21,0,28,299,> 100%
State,Idaho,All,2017-18,52,6.1,6.1,5,12,0,17,277,> 100%
State,Idaho,All,2017-18,1,9.6,9.6,16,15,0,31,323,> 100%
State,Idaho,All,2017-18,2,8.3,8.3,14,12,0,26,313,> 100%
State,Idaho,All,2017-18,3,11.9,11.9,6,26,0,32,269,> 100%
State,Idaho,All,2017-18,4,6.5,6.5,3,16,0,19,293,> 100%
State,Idaho,All,2017-18,5,8.8,8.8,10,16,0,26,296,> 100%
State,Idaho,All,2017-18,6,10,10,8,21,0,29,289,> 100%
State,Idaho,All,2017-18,7,8.4,8.4,7,19,0,26,308,> 100%
State,Idaho,All,2017-18,8,6.7,6.7,2,17,0,19,284,> 100%
State,Idaho,All,2017-18,9,7.7,7.7,1,21,0,22,284,> 100%
State,Idaho,All,2017-18,10,7.2,7.2,4,18,0,22,304,> 100%
State,Idaho,All,2017-18,11,6.3,6.3,4,13,0,17,269,> 100%
State,Idaho,All,2017-18,12,6.5,6.5,6,14,0,20,309,> 100%
State,Idaho,All,2017-18,13,4.4,4.4,3,9,0,12,270,> 100%
State,Idaho,All,2017-18,14,5,5,1,14,0,15,302,> 100%
State,Idaho,All,2017-18,15,6.9,6.9,3,17,0,20,288,> 100%
State,Idaho,All,2017-18,16,4.7,4.7,0,13,0,13,276,> 100%
State,Idaho,All,2017-18,17,6.2,6.2,1,15,0,16,260,> 100%
State,Idaho,All,2017-18,18,4.6,4.6,1,11,0,12,262,> 100%
State,Idaho,All,2017-18,19,5.6,5.6,0,15,0,15,268,> 100%
State,Idaho,All,2017-18,20,7.5,7.5,0,20,0,20,266,> 100%
State,Idaho,All,2017-18,21,4.7,4.7,1,11,0,12,254,98.8%
State,Idaho,All,2017-18,22,4.4,4.4,0,12,0,12,275,> 100%
State,Idaho,All,2017-18,23,5.1,5.1,2,12,0,14,273,> 100%
State,Idaho,All,2017-18,24,5.8,5.8,0,15,0,15,257,100%
State,Idaho,All,2017-18,25,2.5,2.5,0,7,0,7,279,> 100%
State,Idaho,All,2017-18,26,4.9,4.9,1,11,0,12,245,95.3%
State,Idaho,All,2017-18,27,3,3,0,8,0,8,270,> 100%
State,Idaho,All,2017-18,28,3.5,3.5,0,9,0,9,260,> 100%
State,Idaho,All,2017-18,29,1.6,1.6,0,4,0,4,246,95.7%
State,Idaho,All,2017-18,30,2.7,2.7,0,7,0,7,258,> 100%
State,Idaho,All,2017-18,31,2,2,0,5,0,5,252,98%
State,Idaho,All,2017-18,32,2.7,2.7,0,8,0,8,296,> 100%
State,Idaho,All,2017-18,33,1.2,1.2,0,3,0,3,242,94.1%
State,Idaho,All,2017-18,34,2.8,2.8,0,7,0,7,254,98.8%
State,Idaho,All,2017-18,35,2.8,2.8,0,7,0,7,254,98.8%
State,Idaho,All,2017-18,36,2.7,2.7,0,7,0,7,261,> 100%
State,Idaho,All,2017-18,37,2.3,2.3,0,6,0,6,261,> 100%
State,Idaho,All,2017-18,38,4,4,0,12,0,12,302,> 100%
State,Idaho,All,2017-18,39,5.1,5.1,0,14,0,14,275,> 100%
State,Illinois,All,2017-18,40,5.6,5.6,1,114,0,115,"2,070",> 100%
State,Illinois,All,2017-18,41,6.1,6.1,0,116,0,116,"1,895",92%
State,Illinois,All,2017-18,42,5.8,5.8,2,113,0,115,"1,967",95.5%
State,Illinois,All,2017-18,43,6.2,6.2,0,127,0,127,"2,054",99.8%
State,Illinois,All,2017-18,44,5.3,5.3,2,110,0,112,"2,096",> 100%
State,Illinois,All,2017-18,45,5.3,5.3,1,110,0,111,"2,091",> 100%
State,Illinois,All,2017-18,46,5.8,5.8,2,124,0,126,"2,167",> 100%
State,Illinois,All,2017-18,47,5.2,5.2,1,108,0,109,"2,099",> 100%
State,Illinois,All,2017-18,48,6.1,6.1,3,129,0,132,"2,161",> 100%
State,Illinois,All,2017-18,49,5.2,5.2,2,116,0,118,"2,282",> 100%
State,Illinois,All,2017-18,50,7.5,7.5,13,155,0,168,"2,231",> 100%
State,Illinois,All,2017-18,51,7,7,18,141,0,159,"2,272",> 100%
State,Illinois,All,2017-18,52,9.4,9.4,45,188,0,233,"2,479",> 100%
State,Illinois,All,2017-18,1,10.7,10.7,69,215,0,284,"2,659",> 100%
State,Illinois,All,2017-18,2,11.4,11.4,72,242,0,314,"2,745",> 100%
State,Illinois,All,2017-18,3,10.6,10.6,76,191,0,267,"2,529",> 100%
State,Illinois,All,2017-18,4,10.3,10.3,63,195,0,258,"2,507",> 100%
State,Illinois,All,2017-18,5,9.1,9.1,50,154,0,204,"2,245",> 100%
State,Illinois,All,2017-18,6,8.7,8.7,33,169,0,202,"2,322",> 100%
State,Illinois,All,2017-18,7,8.2,8.2,34,152,0,186,"2,262",> 100%
State,Illinois,All,2017-18,8,8.7,8.7,33,168,0,201,"2,323",> 100%
State,Illinois,All,2017-18,9,7.9,7.9,15,159,0,174,"2,201",> 100%
State,Illinois,All,2017-18,10,7.9,7.9,18,150,0,168,"2,134",> 100%
State,Illinois,All,2017-18,11,7,7,10,141,0,151,"2,161",> 100%
State,Illinois,All,2017-18,12,7.2,7.2,13,147,0,160,"2,236",> 100%
State,Illinois,All,2017-18,13,7.8,7.8,8,157,0,165,"2,105",> 100%
State,Illinois,All,2017-18,14,6.8,6.8,9,139,0,148,"2,169",> 100%
State,Illinois,All,2017-18,15,6.8,6.8,9,139,0,148,"2,170",> 100%
State,Illinois,All,2017-18,16,6.4,6.4,7,127,0,134,"2,104",> 100%
State,Illinois,All,2017-18,17,5.8,5.8,5,120,0,125,"2,151",> 100%
State,Illinois,All,2017-18,18,5.9,5.9,5,126,0,131,"2,202",> 100%
State,Illinois,All,2017-18,19,5.4,5.4,2,104,0,106,"1,953",94.9%
State,Illinois,All,2017-18,20,6.1,6.1,1,117,0,118,"1,941",94.3%
State,Illinois,All,2017-18,21,5.3,5.3,2,100,0,102,"1,937",94.1%
State,Illinois,All,2017-18,22,5.3,5.3,0,106,0,106,"1,988",96.6%
State,Illinois,All,2017-18,23,5.5,5.5,0,106,0,106,"1,926",93.5%
State,Illinois,All,2017-18,24,5,5,0,97,0,97,"1,936",94%
State,Illinois,All,2017-18,25,4.9,4.9,0,95,0,95,"1,933",93.9%
State,Illinois,All,2017-18,26,4.9,4.9,0,98,0,98,"1,982",96.3%
State,Illinois,All,2017-18,27,5.8,5.8,1,110,0,111,"1,914",93%
State,Illinois,All,2017-18,28,5.1,5.1,0,103,0,103,"2,009",97.6%
State,Illinois,All,2017-18,29,5,5,1,99,0,100,"1,987",96.5%
State,Illinois,All,2017-18,30,5.5,5.5,0,107,0,107,"1,963",95.3%
State,Illinois,All,2017-18,31,5.2,5.2,0,102,0,102,"1,959",95.1%
State,Illinois,All,2017-18,32,6.2,6.2,0,117,0,117,"1,891",91.8%
State,Illinois,All,2017-18,33,5.3,5.3,0,100,0,100,"1,883",91.5%
State,Illinois,All,2017-18,34,5.2,5.2,2,99,0,101,"1,941",94.3%
State,Illinois,All,2017-18,35,5.5,5.5,0,108,0,108,"1,970",95.7%
State,Illinois,All,2017-18,36,4.8,4.8,0,96,0,96,"1,988",96.6%
State,Illinois,All,2017-18,37,5.4,5.4,0,108,0,108,"2,004",97.3%
State,Illinois,All,2017-18,38,5.8,5.8,1,118,0,119,"2,036",98.9%
State,Illinois,All,2017-18,39,4.7,4.7,1,94,0,95,"2,035",98.8%
State,Indiana,All,2017-18,40,6.6,6.6,0,80,0,80,"1,204",98.7%
State,Indiana,All,2017-18,41,5.2,5.2,1,59,0,60,"1,163",95.3%
State,Indiana,All,2017-18,42,6.7,6.7,0,79,0,79,"1,185",97.1%
State,Indiana,All,2017-18,43,6.7,6.7,0,85,0,85,"1,268",> 100%
State,Indiana,All,2017-18,44,6.7,6.7,2,83,0,85,"1,266",> 100%
State,Indiana,All,2017-18,45,7,7,0,86,0,86,"1,221",> 100%
State,Indiana,All,2017-18,46,5.5,5.5,1,67,0,68,"1,237",> 100%
State,Indiana,All,2017-18,47,5,5,0,64,0,64,"1,273",> 100%
State,Indiana,All,2017-18,48,6.6,6.6,3,76,0,79,"1,203",98.6%
State,Indiana,All,2017-18,49,6.5,6.5,1,83,0,84,"1,302",> 100%
State,Indiana,All,2017-18,50,7,7,7,87,0,94,"1,341",> 100%
State,Indiana,All,2017-18,51,7.8,7.8,13,95,0,108,"1,380",> 100%
State,Indiana,All,2017-18,52,8.8,8.8,21,103,0,124,"1,413",> 100%
State,Indiana,All,2017-18,1,8,8,30,91,0,121,"1,517",> 100%
State,Indiana,All,2017-18,2,11.3,11.3,47,129,0,176,"1,559",> 100%
State,Indiana,All,2017-18,3,12.1,12.1,41,144,0,185,"1,533",> 100%
State,Indiana,All,2017-18,4,10.9,10.9,41,122,0,163,"1,491",> 100%
State,Indiana,All,2017-18,5,11.6,11.6,36,133,0,169,"1,452",> 100%
State,Indiana,All,2017-18,6,9.3,9.3,34,103,0,137,"1,473",> 100%
State,Indiana,All,2017-18,7,9.5,9.5,31,96,0,127,"1,331",> 100%
State,Indiana,All,2017-18,8,9.4,9.4,30,95,0,125,"1,330",> 100%
State,Indiana,All,2017-18,9,8.8,8.8,26,85,0,111,"1,267",> 100%
State,Indiana,All,2017-18,10,8.2,8.2,10,97,0,107,"1,299",> 100%
State,Indiana,All,2017-18,11,7.6,7.6,14,86,0,100,"1,314",> 100%
State,Indiana,All,2017-18,12,8,8,13,89,0,102,"1,271",> 100%
State,Indiana,All,2017-18,13,9.3,9.3,10,112,0,122,"1,313",> 100%
State,Indiana,All,2017-18,14,7.2,7.2,12,79,0,91,"1,266",> 100%
State,Indiana,All,2017-18,15,7.1,7.1,2,90,0,92,"1,299",> 100%
State,Indiana,All,2017-18,16,8,8,4,97,0,101,"1,264",> 100%
State,Indiana,All,2017-18,17,7.8,7.8,5,91,0,96,"1,237",> 100%
State,Indiana,All,2017-18,18,5.6,5.6,4,67,0,71,"1,272",> 100%
State,Indiana,All,2017-18,19,7.7,7.7,4,91,0,95,"1,229",> 100%
State,Indiana,All,2017-18,20,7.2,7.2,1,84,0,85,"1,185",97.1%
State,Indiana,All,2017-18,21,5.5,5.5,0,65,0,65,"1,179",96.6%
State,Indiana,All,2017-18,22,4.7,4.7,0,53,0,53,"1,125",92.2%
State,Indiana,All,2017-18,23,5.4,5.4,0,62,0,62,"1,149",94.2%
State,Indiana,All,2017-18,24,5.6,5.6,0,66,0,66,"1,189",97.4%
State,Indiana,All,2017-18,25,5.9,5.9,0,67,0,67,"1,130",92.6%
State,Indiana,All,2017-18,26,6.2,6.2,0,75,0,75,"1,214",99.5%
State,Indiana,All,2017-18,27,5.1,5.1,0,62,0,62,"1,207",98.9%
State,Indiana,All,2017-18,28,5.9,5.9,0,66,0,66,"1,118",91.6%
State,Indiana,All,2017-18,29,5.5,5.5,0,63,0,63,"1,154",94.6%
State,Indiana,All,2017-18,30,6.8,6.8,0,79,0,79,"1,170",95.9%
State,Indiana,All,2017-18,31,6.1,6.1,0,73,0,73,"1,189",97.4%
State,Indiana,All,2017-18,32,5.6,5.6,0,64,0,64,"1,150",94.2%
State,Indiana,All,2017-18,33,6.6,6.6,0,74,0,74,"1,119",91.7%
State,Indiana,All,2017-18,34,6.4,6.4,0,76,0,76,"1,187",97.3%
State,Indiana,All,2017-18,35,6.3,6.3,0,76,0,76,"1,215",99.6%
State,Indiana,All,2017-18,36,5.5,5.5,0,67,0,67,"1,210",99.2%
State,Indiana,All,2017-18,37,5.8,5.8,0,67,0,67,"1,152",94.4%
State,Indiana,All,2017-18,38,4.9,4.9,0,57,0,57,"1,158",94.9%
State,Indiana,All,2017-18,39,5.9,5.9,0,71,0,71,"1,211",99.2%
State,Iowa,All,2017-18,40,6.9,6.9,1,38,0,39,565,99%
State,Iowa,All,2017-18,41,7.5,7.5,0,41,0,41,548,96.1%
State,Iowa,All,2017-18,42,7.2,7.2,0,40,0,40,555,97.3%
State,Iowa,All,2017-18,43,8.2,8.2,0,47,0,47,573,> 100%
State,Iowa,All,2017-18,44,5.9,5.9,0,38,0,38,641,> 100%
State,Iowa,All,2017-18,45,5.8,5.8,0,35,0,35,605,> 100%
State,Iowa,All,2017-18,46,6.1,6.1,0,37,0,37,608,> 100%
State,Iowa,All,2017-18,47,5.8,5.8,0,37,0,37,635,> 100%
State,Iowa,All,2017-18,48,7.2,7.2,0,42,0,42,581,> 100%
State,Iowa,All,2017-18,49,6.4,6.4,1,37,0,38,597,> 100%
State,Iowa,All,2017-18,50,6.9,6.9,0,42,0,42,609,> 100%
State,Iowa,All,2017-18,51,7.2,7.2,5,41,0,46,637,> 100%
State,Iowa,All,2017-18,52,9.8,9.8,7,56,0,63,644,> 100%
State,Iowa,All,2017-18,1,10,10,12,55,0,67,667,> 100%
State,Iowa,All,2017-18,2,12.1,12.1,22,61,0,83,688,> 100%
State,Iowa,All,2017-18,3,11.2,11.2,19,55,0,74,661,> 100%
State,Iowa,All,2017-18,4,14,14,33,57,0,90,642,> 100%
State,Iowa,All,2017-18,5,12.5,12.5,26,51,0,77,614,> 100%
State,Iowa,All,2017-18,6,10.9,10.9,24,48,0,72,660,> 100%
State,Iowa,All,2017-18,7,11.7,11.7,28,51,0,79,678,> 100%
State,Iowa,All,2017-18,8,10.3,10.3,21,48,0,69,669,> 100%
State,Iowa,All,2017-18,9,12.3,12.3,28,46,0,74,603,> 100%
State,Iowa,All,2017-18,10,8.3,8.3,8,43,0,51,611,> 100%
State,Iowa,All,2017-18,11,9.7,9.7,11,49,0,60,618,> 100%
State,Iowa,All,2017-18,12,7.9,7.9,3,45,0,48,605,> 100%
State,Iowa,All,2017-18,13,5.8,5.8,4,29,0,33,573,> 100%
State,Iowa,All,2017-18,14,8.6,8.6,7,46,0,53,615,> 100%
State,Iowa,All,2017-18,15,7.2,7.2,3,40,0,43,594,> 100%
State,Iowa,All,2017-18,16,10.3,10.3,3,58,0,61,594,> 100%
State,Iowa,All,2017-18,17,7.1,7.1,2,40,0,42,595,> 100%
State,Iowa,All,2017-18,18,4.6,4.6,3,24,0,27,584,> 100%
State,Iowa,All,2017-18,19,7.4,7.4,1,41,0,42,571,> 100%
State,Iowa,All,2017-18,20,6.6,6.6,1,35,0,36,548,96.1%
State,Iowa,All,2017-18,21,6.4,6.4,0,35,0,35,551,96.6%
State,Iowa,All,2017-18,22,6,6,1,28,0,29,481,84.3%
